review_id,review_text,sentiment_label,sentiment_score,identified_theme(s),date,bank
390,ርይርፍ,neutral,0.0,Uncategorized Feedback,2024-07-19,Bank of Abyssinia
391,The previous application is much better than this one,positive,0.1666666666666666,Uncategorized Feedback,2024-07-18,Bank of Abyssinia
392,"Worst app. It is wise to invest money and you can make it like CBE app. Even the incon has no image. My app has better UI than yours. So, please invest more and hire professional developer companies and improve it.",positive,0.1599999999999999,Excellent Customer Service; General Negative Feedback,2024-07-18,Bank of Abyssinia
393,mal,neutral,0.0,Uncategorized Feedback,2024-07-16,Bank of Abyssinia
394,It is not working at all,neutral,0.0,App Performance & Stability Issues,2024-07-16,Bank of Abyssinia
395,Excellent,positive,1.0,Positive User Experience & Features,2024-07-16,Bank of Abyssinia
396,The poorest mobile banking survice ever. Only error reports frequently,neutral,0.05,Uncategorized Feedback,2024-07-16,Bank of Abyssinia
397,Wow,neutral,0.1,Uncategorized Feedback,2024-07-16,Bank of Abyssinia
398,😞😞😞😞,neutral,0.0,Uncategorized Feedback,2024-07-16,Bank of Abyssinia
399,I like this mobile banking app very much. Overall user interface and navigation is awesome. But it lacks instant response when someone deposit or withdraw money.,positive,0.3333333333333333,Uncategorized Feedback,2025-06-07,Dashen Bank
400,love,positive,0.5,Uncategorized Feedback,2025-06-06,Dashen Bank
401,መቸሸጠ,neutral,0.0,Uncategorized Feedback,2025-06-03,Dashen Bank
402,wow,neutral,0.1,Uncategorized Feedback,2025-06-03,Dashen Bank
403,gadaa,neutral,0.0,Uncategorized Feedback,2025-06-01,Dashen Bank
404,Massive upgrade from the Amole app.,neutral,0.0,Uncategorized Feedback,2025-05-31,Dashen Bank
405,good,positive,0.7,Uncategorized Feedback,2025-05-31,Dashen Bank
406,very good for this app,positive,0.91,Uncategorized Feedback,2025-05-31,Dashen Bank
407,top,positive,0.5,Uncategorized Feedback,2025-05-31,Dashen Bank
408,this app better than Amole . but the biometric on new update doesn't work,positive,0.3181818181818182,Uncategorized Feedback,2025-05-31,Dashen Bank
409,Wow,neutral,0.1,Uncategorized Feedback,2025-05-30,Dashen Bank
410,good,positive,0.7,Uncategorized Feedback,2025-05-30,Dashen Bank
411,wow to it saff and this app,neutral,0.1,Uncategorized Feedback,2025-05-30,Dashen Bank
412,it too slow,negative,-0.3,Poor Customer Service,2025-05-29,Dashen Bank
413,ዳሽን ባንክ ይለያል,neutral,0.0,Uncategorized Feedback,2025-05-28,Dashen Bank
414,real life changer,positive,0.2,Uncategorized Feedback,2025-05-28,Dashen Bank
415,👍👍👍,neutral,0.0,Uncategorized Feedback,2025-05-28,Dashen Bank
416,good,positive,0.7,Uncategorized Feedback,2025-05-28,Dashen Bank
417,nice application,positive,0.6,Uncategorized Feedback,2025-05-27,Dashen Bank
418,good,positive,0.7,Uncategorized Feedback,2025-05-27,Dashen Bank
419,wow,neutral,0.1,Uncategorized Feedback,2025-05-27,Dashen Bank
420,useless app ever loading take long,negative,-0.275,Uncategorized Feedback,2025-05-27,Dashen Bank
421,"Game changer app! Dashen Bank Super App is fast, secure, and easy to use. The three-click payment makes sending money super quick, and the QR code payment is perfect for cashless shopping. I also love the biometric login and easy airtime and bill payments. Everything I need is in one place. Dashen Bank has really raised the bar for digital banking in Ethiopia. Highly recommended!",positive,0.2974358974358975,Positive User Experience & Features,2025-05-26,Dashen Bank
422,very useful App,positive,0.39,Uncategorized Feedback,2025-05-26,Dashen Bank
423,"Simple, robust features? Yes, please! But the endless loading screen killed the fun—I couldn’t use it for days. Fix the glitch, and I’ll yeet a higher rating!",neutral,-0.003125,Uncategorized Feedback,2025-05-26,Dashen Bank
424,Wawww,neutral,0.0,Uncategorized Feedback,2025-05-24,Dashen Bank
425,it is good but some times says duplicate transaction why?,positive,0.7,Uncategorized Feedback,2025-05-24,Dashen Bank
426,very Nice,positive,0.78,Uncategorized Feedback,2025-05-23,Dashen Bank
427,its best,positive,1.0,Uncategorized Feedback,2025-05-23,Dashen Bank
428,it is not as good as to the other mobile bank app.,positive,0.2875,Uncategorized Feedback,2025-05-22,Dashen Bank
429,"The best of best is now arrived **Empowering Your Financial Freedom** ""Experience seamless banking at your fingertips with Dashen Bank. Empowering your financial freedom, anytime, anywhere!"" **Innovation Meets Convenience** ""Dashen Bank Mobile Banking: Where innovation meets convenience. **Secure and Reliable** ""Bank with confidence",positive,0.4166666666666667,Positive User Experience & Features,2025-05-22,Dashen Bank
430,wow,neutral,0.1,Uncategorized Feedback,2025-05-20,Dashen Bank
431,Nothing is changed in the updated version. You have been collecting comments but where is the feed back you improved in this version. superapp is mot functioning today.,neutral,0.0,Uncategorized Feedback,2025-05-20,Dashen Bank
432,good,positive,0.7,Uncategorized Feedback,2025-05-20,Dashen Bank
433,its best,positive,1.0,Uncategorized Feedback,2025-05-19,Dashen Bank
434,The best app ever in finance sector,positive,1.0,Uncategorized Feedback,2025-05-18,Dashen Bank
435,Its good app than other compitators but it confuse when we transfer it needs OTP and PIN most user inter their pin instead of OTP we know the litrecy level of our society so if it is device based i dont know the needs of OTP so please try to fix,positive,0.3583333333333333,Uncategorized Feedback,2025-05-18,Dashen Bank
436,dashen bank or dashen super app?,positive,0.3333333333333333,Uncategorized Feedback,2025-05-17,Dashen Bank
437,wowwwe app,neutral,0.0,Uncategorized Feedback,2025-05-17,Dashen Bank
438,"Transferring to other bank accounts is a hastle and inconvenient .Get used to seeing "" please try again """,negative,-0.3625,Positive User Experience & Features,2025-05-17,Dashen Bank
439,good,positive,0.7,Uncategorized Feedback,2025-05-16,Dashen Bank
440,always lagging,neutral,0.0,Uncategorized Feedback,2025-05-16,Dashen Bank
441,Amazing Application...,positive,0.6000000000000001,Positive User Experience & Features,2025-05-16,Dashen Bank
442,Fantastic,positive,0.4,Positive User Experience & Features,2025-05-16,Dashen Bank
443,"Dashen bank app is very good, but sometimes it is not working well",positive,0.91,App Performance & Stability Issues,2025-05-15,Dashen Bank
444,its my choice,neutral,0.0,Uncategorized Feedback,2025-05-15,Dashen Bank
445,wow apo,neutral,0.1,Uncategorized Feedback,2025-05-15,Dashen Bank
446,awesome app keep going,positive,1.0,Uncategorized Feedback,2025-05-14,Dashen Bank
447,wow,neutral,0.1,Uncategorized Feedback,2025-05-14,Dashen Bank
448,👍,neutral,0.0,Uncategorized Feedback,2025-05-14,Dashen Bank
449,"It grows ethiopian digital banking step ahead.All fetures in one,simple fast and convince.",neutral,0.1,Positive User Experience & Features,2025-05-14,Dashen Bank
450,Game changer,negative,-0.4,Uncategorized Feedback,2025-05-13,Dashen Bank
451,Totally amazing,positive,0.6000000000000001,Positive User Experience & Features,2025-05-13,Dashen Bank
452,super 😎,positive,0.3333333333333333,Uncategorized Feedback,2025-05-13,Dashen Bank
453,what a helpful app!!!!,neutral,0.0,Excellent Customer Service,2025-05-13,Dashen Bank
454,Good,positive,0.7,Uncategorized Feedback,2025-05-13,Dashen Bank
455,nice,positive,0.6,Uncategorized Feedback,2025-05-13,Dashen Bank
456,wow,neutral,0.1,Uncategorized Feedback,2025-05-13,Dashen Bank
457,"To be honest, best banking and lifestyle app in Ethiopia.",positive,0.8,Uncategorized Feedback,2025-05-12,Dashen Bank
458,fast,positive,0.2,Positive User Experience & Features,2025-05-12,Dashen Bank
459,"A must have, seamless, all in one digital platform ""DB Superapp""! Keep living your motto ""Always one step ahead""",neutral,0.05,Positive User Experience & Features,2025-05-12,Dashen Bank
460,"This App makes digital banking effortless and convenient. User-friendly interface, secure transactions, and excellent features for managing finances efficiently.",positive,0.4666666666666666,Excellent Customer Service; Positive User Experience & Features,2025-05-10,Dashen Bank
461,good,positive,0.7,Uncategorized Feedback,2025-05-09,Dashen Bank
462,Amazing app super easy to use and best design. loved it.,positive,0.6133333333333333,Positive User Experience & Features,2025-05-09,Dashen Bank
463,its the best ever,positive,1.0,Uncategorized Feedback,2025-05-09,Dashen Bank
464,nice,positive,0.6,Uncategorized Feedback,2025-05-08,Dashen Bank
465,excellent game changer App,positive,0.3,Positive User Experience & Features,2025-05-08,Dashen Bank
466,I am highly excited by using this application and it is the most favorable as well as preferrable mobile app.,positive,0.4375,Uncategorized Feedback,2025-05-03,Dashen Bank
467,it seems me logging out within minutes,neutral,0.0,Uncategorized Feedback,2025-05-03,Dashen Bank
468,nice app especially GUI and I have got some error when you send within dashen bank the receipter is not get SMS notification,positive,0.3,Uncategorized Feedback,2025-05-03,Dashen Bank
469,yes i want dashen super open,positive,0.1666666666666666,Uncategorized Feedback,2025-05-02,Dashen Bank
470,Best App,positive,1.0,Uncategorized Feedback,2025-05-02,Dashen Bank
471,faster than this version,neutral,0.0,Positive User Experience & Features,2025-05-01,Dashen Bank
472,"Best UI mobile banking app, props to design team",positive,1.0,Uncategorized Feedback,2025-04-30,Dashen Bank
473,thank you,neutral,0.0,Uncategorized Feedback,2025-04-30,Dashen Bank
474,great app,positive,0.8,Positive User Experience & Features,2025-04-30,Dashen Bank
475,bad.,negative,-0.6999999999999998,Uncategorized Feedback,2025-04-30,Dashen Bank
476,Dashen bank always one step ahead,neutral,0.0,Uncategorized Feedback,2025-04-30,Dashen Bank
477,dashen super app is secure band very easy,positive,0.4322222222222223,Positive User Experience & Features,2025-04-29,Dashen Bank
478,It is very fast and secured mobile banking app! I like this app!,positive,0.40625,Positive User Experience & Features,2025-04-29,Dashen Bank
479,best app I have ever seen,positive,1.0,Uncategorized Feedback,2025-04-29,Dashen Bank
480,best of best,positive,1.0,Uncategorized Feedback,2025-04-29,Dashen Bank
481,waw,neutral,0.0,Uncategorized Feedback,2025-04-28,Dashen Bank
482,best app,positive,1.0,Uncategorized Feedback,2025-04-28,Dashen Bank
483,Its slow when i try to see the Recent Transaction and stucked,negative,-0.15,Poor Customer Service,2025-04-28,Dashen Bank
484,wowslnwoooo wowwww amazing !!!!!!!!,positive,1.0,Positive User Experience & Features,2025-04-28,Dashen Bank
485,wow appl,neutral,0.1,Uncategorized Feedback,2025-04-28,Dashen Bank
486,why do i have to change a pin number i use my finger print so dummy,neutral,0.0,Uncategorized Feedback,2025-04-27,Dashen Bank
487,very nice,positive,0.78,Uncategorized Feedback,2025-04-26,Dashen Bank
488,great,positive,0.8,Positive User Experience & Features,2025-04-26,Dashen Bank
489,"It is very slow and it lacks many features to be a super app. High rating is given by their employees, not by the customers.",positive,0.1508333333333333,Poor Customer Service,2025-04-25,Dashen Bank
490,"Smooth and secure experience transfers, bill payments, and tracking expenses are all effortless. The intuitive design makes banking on the go.",positive,0.4,Positive User Experience & Features,2025-04-24,Dashen Bank
491,Very easy and Fast.,positive,0.3816666666666667,Positive User Experience & Features,2025-04-24,Dashen Bank
492,Incomparably user-friendly and fast app for mobile banking.,positive,0.3,Excellent Customer Service; Positive User Experience & Features,2025-04-24,Dashen Bank
493,"there is nothing super about this app, repeatedly failed transaction and wastes customer valuable time. if you have to do system upgrade do it at a time when there is less traffic demand. your Technical difficulty should not be reflected on customer.",negative,-0.1066666666666666,Transaction & Account Issues,2025-04-24,Dashen Bank
494,execellent,neutral,0.0,Uncategorized Feedback,2025-04-24,Dashen Bank
495,"This super app is a total game-changer—fast, reliable, and packed with everything I need in one place. It’s seamless and super convenient. Love it!""",positive,0.2783333333333333,Positive User Experience & Features,2025-04-23,Dashen Bank
496,All in One ✍️secure ✍️reliable ✍️convenient. Digital banking game changer!!,negative,-0.3125,Positive User Experience & Features,2025-04-23,Dashen Bank
497,it is incredible product.,positive,0.9,Uncategorized Feedback,2025-04-23,Dashen Bank
498,"I'm really impressed with this app! It’s user-friendly, runs smoothly, and has all the features I need. Makes my tasks so much easier and saves me a lot of time. Highly recommended!",positive,0.4499999999999999,Excellent Customer Service; Positive User Experience & Features,2025-04-23,Dashen Bank
499,best app,positive,1.0,Uncategorized Feedback,2025-04-23,Dashen Bank
500,ok,positive,0.5,Uncategorized Feedback,2025-04-23,Dashen Bank
501,"It's an amazing app, experience it!!",positive,0.9375,Positive User Experience & Features,2025-04-23,Dashen Bank
502,This is the best banking app ever. I recommend everyone to use it.,positive,1.0,Uncategorized Feedback,2025-04-23,Dashen Bank
503,It is the best application!!!,positive,1.0,Uncategorized Feedback,2025-04-22,Dashen Bank
504,"Exceptional digital experience, SupperApp will bring new paradigm shift in the banking business. Bravo Dashen keep it up!!!!",positive,0.3331952335858585,Uncategorized Feedback,2025-04-22,Dashen Bank
505,its features are so dynamic,neutral,0.0,Uncategorized Feedback,2025-04-22,Dashen Bank
506,fast &Friendly user Application.,positive,0.2875,Excellent Customer Service; Positive User Experience & Features,2025-04-22,Dashen Bank
507,"Fast, Reliable and User Friendly. Keep it Up",positive,0.2875,Excellent Customer Service; Positive User Experience & Features,2025-04-22,Dashen Bank
508,"#dashen super app is easy to use, secure & fast transaction😍",positive,0.3416666666666666,Positive User Experience & Features,2025-04-22,Dashen Bank
509,i love this app esp 3 click that make e-commerce easier and convinient.,positive,0.5,Uncategorized Feedback,2025-04-22,Dashen Bank
510,Dashen Super App contains extended selections for customers and can be easily accessible and also friendly to use.,positive,0.3611111111111111,Excellent Customer Service,2025-04-22,Dashen Bank
511,Great for everyday banking and payments on the go,positive,0.3,Positive User Experience & Features,2025-04-22,Dashen Bank
512,"""Dashen Super App'' is impressive with its focus on simplicity, speed, and quality. The user interface is clean and easy to understand. Transactions process quickly, and the overall quality of the app is top-notch. A must-have for Dashen Bank customers. ዳሸን ባንክ አንድ እርምጃ ቀዳሚ።",positive,0.4952380952380952,Uncategorized Feedback,2025-04-22,Dashen Bank
513,making transactions has never been easier. the new update is just amazing,positive,0.3681818181818182,Positive User Experience & Features,2025-04-22,Dashen Bank
514,"The app has various usefull functions, which make easy the payment system. Also, it will connect with sellers having reasonable prices.",positive,0.2111111111111111,Uncategorized Feedback,2025-04-22,Dashen Bank
515,The app has great user interface with comprehensive payments and E-commerce platforms. And also it includes unique features such as chat Banking and budget.,positive,0.3916666666666666,Positive User Experience & Features,2025-04-22,Dashen Bank
516,betam mirt Ena betam le atikakem kelel Yale Ena michu application nw,neutral,0.0,Uncategorized Feedback,2025-04-22,Dashen Bank
517,Convenient!,neutral,0.0,Positive User Experience & Features,2025-04-22,Dashen Bank
518,It is an amazing application that meets the needs of customers.,positive,0.6000000000000001,Positive User Experience & Features,2025-04-22,Dashen Bank
519,Effecting payment via the app has created convenience to the recipients in easily confirming the payments received!,positive,0.5416666666666667,Uncategorized Feedback,2025-04-22,Dashen Bank
520,the best Supper App ever,positive,1.0,Uncategorized Feedback,2025-04-22,Dashen Bank
521,"This is the best app ever, when is it planned to include digital lending and gasification?",positive,0.5,Uncategorized Feedback,2025-04-22,Dashen Bank
522,"A powerful, local solution that rivals any global app. I love how easy it is to explore services and products.",positive,0.2466666666666666,Uncategorized Feedback,2025-04-22,Dashen Bank
523,Dashen bank is my number one choice,neutral,0.0,Uncategorized Feedback,2025-04-22,Dashen Bank
524,Assefa Genetu = Dashen superup is the latest and inclussive .I am happy with this super up.,positive,0.5444444444444444,Uncategorized Feedback,2025-04-22,Dashen Bank
525,"The App is incredibly user-friendly and brings multiple services into one place. It's fast, intuitive, and makes daily tasks super convenient. A true all-in-one solution!",positive,0.3118055555555555,Excellent Customer Service; Positive User Experience & Features,2025-04-21,Dashen Bank
526,"Proudly made in Ethiopia, this innovation delivers more than promised. The marketplace is a major boost for local commerce",positive,0.340625,Uncategorized Feedback,2025-04-21,Dashen Bank
527,it so fanrastic and user friendly app. Bravo Dashen bank thanks.,positive,0.2875,Excellent Customer Service; Positive User Experience & Features,2025-04-21,Dashen Bank
528,"one of the best digital platforms I've used! from smooth transactions to a seamless shopping experience, highly recommended.",positive,0.3319999999999999,Positive User Experience & Features,2025-04-21,Dashen Bank
529,A proudly Ethiopia innovation that delivers beyond expectations. The marketplace feature is a big win for local shoppers bnd sellers,positive,0.4,Uncategorized Feedback,2025-04-21,Dashen Bank
530,"Dashen Super App is a game-changer! It’s fast, user-friendly, and packed with features that make everyday banking and transactions super convenient. I love how everything I need from mobile banking to utility payments is all in one place. The interface is clean, and everything works smoothly. Definitely one of the best apps out there. Highly recommended!",positive,0.312962962962963,Excellent Customer Service; Positive User Experience & Features,2025-04-21,Dashen Bank
531,Easy to use and has many options. It is the best financial app I have ever used.,positive,0.4833333333333333,Positive User Experience & Features,2025-04-21,Dashen Bank
532,"Highly impressed! Dash Bank really nailed it with this app. Secure, reliable, and packed with features I use daily",positive,0.4,Positive User Experience & Features,2025-04-21,Dashen Bank
533,"One of the best digital platforms I’ve used! From smooth transactions to a seamless shopping experience, Highly recommended",positive,0.3319999999999999,Positive User Experience & Features,2025-04-21,Dashen Bank
534,"This app has everything I was looking for, dashen is becoming a grandmaster.",positive,0.45,Uncategorized Feedback,2025-04-21,Dashen Bank
535,Very convenient,positive,0.2,Positive User Experience & Features,2025-04-21,Dashen Bank
536,"The user experience is seamless, and everything just works perfectly right out of the box. I can’t believe how much time and effort it saves me every day.",positive,0.1952380952380952,Positive User Experience & Features,2025-04-21,Dashen Bank
537,wawwwww what nice super app !!keep it up dashen bank !!,positive,0.7069010416666666,Uncategorized Feedback,2025-04-21,Dashen Bank
538,"Dashen SuperApp the ultimate all-in-one solution! From banking and shopping to bill payments, everything you need is right at your fingertips. Life just got a whole lot easier!",positive,0.1785714285714285,Uncategorized Feedback,2025-04-21,Dashen Bank
539,"It is,really super because of its unique offerings to individuals and businesses.It is a secure UX first app intended to cater comprehensive digital meeds.I am also happy to know that Dashen is considering to make the app more inclusive by lowering the mobile version requirements .",positive,0.3797619047619047,Positive User Experience & Features,2025-04-21,Dashen Bank
540,"the very easy, secured, fast and multifunctional dashen supper application I ever seen. dashen really one steps ahead!!!",positive,0.3846527777777778,Positive User Experience & Features,2025-04-21,Dashen Bank
541,"One app for everything! I can shop, manage my bank account , and do so much more . Truly a super app",positive,0.4166666666666666,Uncategorized Feedback,2025-04-21,Dashen Bank
542,one of the best digital platforms I’ve used! From smooth transactions to a seamless shopping experie,positive,0.375,Positive User Experience & Features,2025-04-21,Dashen Bank
543,"Dashen Bank super App is the most suitable, reliable, and fast digital banking system.",positive,0.3166666666666666,Positive User Experience & Features,2025-04-21,Dashen Bank
544,Excellent app.,positive,1.0,Positive User Experience & Features,2025-04-21,Dashen Bank
545,This is what we call banking app. As professional I want banking app as simple as this and an app rich of features that align with my lifestyle.,positive,0.1583333333333333,Excellent Customer Service,2025-04-21,Dashen Bank
546,thanks again,positive,0.2,Uncategorized Feedback,2025-04-21,Dashen Bank
547,Super Easy To Use and Fast Transaction.,positive,0.3222222222222222,Positive User Experience & Features,2025-04-21,Dashen Bank
548,"I have an incredible experience with Dashen super app, what an amazing platform is it?. keep pioneering in technological advancement 👏👏👏",positive,0.6111111111111112,Positive User Experience & Features,2025-04-21,Dashen Bank
549,"i can't recommend the Dashen Super App enough! This app is truly a game changer for anyone looking for a seamless and efficient way to manage their daily life. It combines multiple essential services into one easy-to-use platform, saving time and simplifying tasks The user interface is modern, intuitive, and super responsive, making navigation a breeze. Whether it's banking, payment services, or accessing lifestyle features, everything is just a few clicks away!!",neutral,0.0254166666666666,Excellent Customer Service; Positive User Experience & Features,2025-04-21,Dashen Bank
550,"The app is incredibly handy for managing multiple financial tasks, from bill payments to managing budgets. It’s saved me a lot of time and made banking way more convenient. Definitely worth checking out!",positive,0.295,Positive User Experience & Features,2025-04-21,Dashen Bank
551,what an App,neutral,0.0,Uncategorized Feedback,2025-04-21,Dashen Bank
552,The new e-commerce feature is incredibly amazing and user friendly.,positive,0.3704545454545454,Excellent Customer Service; Positive User Experience & Features,2025-04-21,Dashen Bank
553,"dashen bank supper app is the most easy to use and have high speed,quality and I like features like chat,budget,fuel payment, and security for my opinion this product is techonolgy edge,this international standard thanks for product oweners (dashen bank)",positive,0.2155555555555555,Positive User Experience & Features,2025-04-21,Dashen Bank
554,"The Dashen supperapp is a revolutionary advancement in digital banking, combining exceptional usability, an intuitive interface and a seamless user experience. among its standout features are the integration of QR codes, account statement, transaction advise, chat, transaction authentication for limit thresholds, budgeting and different app in a single dashboard. Truly ahead of the curve ..... keep up the excellent work 🤝👏",positive,0.2825396825396825,Positive User Experience & Features,2025-04-21,Dashen Bank
555,"A proudly Ethiopian innovation that delivers beyond expectations. The marketplace feature is a big win for local shoppers and sellers. Very impressed with the new updates, The e-commerce section is smooth and supports Ethiopian merchants!",positive,0.4623376623376623,Positive User Experience & Features,2025-04-21,Dashen Bank
556,"Very impressed with the new updates, The e-commerce section is smooth and supports Ethiopian merchants.",positive,0.5121212121212121,Positive User Experience & Features,2025-04-21,Dashen Bank
557,"Dashen Bank Super App is fast, reliable, and super easy to use. All my banking needs are handled smoothly in one place. Clean design and seamless experience – highly recommended!",positive,0.2958333333333334,Positive User Experience & Features,2025-04-21,Dashen Bank
558,"Db sup app is A platform or an application that can grasp more satisfactions through fastest mode of operation which means for budget planning, to use QR code(scan, pay, go) chat with staff, acc to acc other bank ft, merchant payment, and easly. I addition to i satisfied and i invite everyone to use those platform!!.",positive,0.3854166666666667,Positive User Experience & Features,2025-04-21,Dashen Bank
559,the chat banking and unique and only app that alow money request!!,positive,0.1875,Uncategorized Feedback,2025-04-21,Dashen Bank
560,Better and inclusive app!,positive,0.625,Uncategorized Feedback,2025-04-21,Dashen Bank
561,Amazing Application,positive,0.6000000000000001,Positive User Experience & Features,2025-04-21,Dashen Bank
562,It keep my time to pay my bills and I generate my satment easily,positive,0.4333333333333333,Uncategorized Feedback,2025-04-21,Dashen Bank
563,"It's an amazing app that is up-to-date with the times, wow wow",positive,0.2666666666666666,Positive User Experience & Features,2025-04-21,Dashen Bank
564,A game-changing Ethiopian innovation—where shopping meets opportunity. The marketplace feature connects buyers and sellers like never before.,neutral,0.0,Uncategorized Feedback,2025-04-21,Dashen Bank
565,"Dashen Super App isn’t just an app — it’s an experience. Effortless, powerful, and built for the future",positive,0.2111111111111111,Uncategorized Feedback,2025-04-21,Dashen Bank
566,"This Is An Amazing App with Uniqe Quality,Easy And Fast Mobile Banking App.",positive,0.4,Positive User Experience & Features,2025-04-21,Dashen Bank
567,"Dashen SuperApp is a lifesaver! Banking, shopping, and bills in one super easy app. The new e-commerce feature is awesome and supports local merchants. Fast, secure, and proudly Ethiopian.Download it now—you won’t regret it!",positive,0.4378787878787878,Positive User Experience & Features,2025-04-21,Dashen Bank
568,"Dashen SuperApp blends finance, shopping, and daily services effortlessly. The new e-commerce feature is smooth and supports local merchants—proud to back an Ethiopian-made solution!",positive,0.1072727272727272,Positive User Experience & Features,2025-04-21,Dashen Bank
569,"A solid step forward by Dashen Bank. The SuperApp combines essential banking features with lifestyle services, making everything accessible in one place. The interface is smooth, and transactions are quick and reliable. It’s clear a lot of thought went into the design and functionality. Great job!",positive,0.3154761904761905,Positive User Experience & Features,2025-04-21,Dashen Bank
570,Dashen bank super app is the crucial and convenient app in Ethiopia. there is no other app to compare with Dashen bank super app,positive,0.1822916666666666,Positive User Experience & Features,2025-04-21,Dashen Bank
571,"All-in-one finance & e-commerce super app! Pay, save, shop seamlessly. Fast, secure. #BankAndShop",positive,0.3388888888888888,Positive User Experience & Features,2025-04-21,Dashen Bank
572,it's a hestorical app. in the bank industry.,neutral,0.0,Uncategorized Feedback,2025-04-21,Dashen Bank
573,"A game changer in Ethiopian digital banking fast, secure, and packed with services. Everything you need, all in one powerful app. A true leap toward financial convenience and innovation!",positive,0.1214285714285714,Positive User Experience & Features,2025-04-21,Dashen Bank
574,"easy &,simple to use",positive,0.2166666666666666,Uncategorized Feedback,2025-04-21,Dashen Bank
575,"Banking, but make it smart. Local solutions, all in one place. Smooth, fast, and actually saving time. Feels like the future. Love it!",positive,0.2056122448979591,Positive User Experience & Features,2025-04-21,Dashen Bank
576,"All in one, that is it 👌",neutral,0.0,Uncategorized Feedback,2025-04-21,Dashen Bank
577,", Dashen Bank Supper App is multipurpose, convenient, very attractive and Make life easier",positive,1.0,Positive User Experience & Features,2025-04-21,Dashen Bank
578,very easy and flexible app.,positive,0.5633333333333334,Uncategorized Feedback,2025-04-21,Dashen Bank
579,"I choose Dashen Bank Super Up since, it is easy to use & it has attractive features !",positive,0.5888888888888889,Positive User Experience & Features,2025-04-21,Dashen Bank
580,dashen super app is simple faster and reliable.,positive,0.1666666666666666,Positive User Experience & Features,2025-04-21,Dashen Bank
581,"Dashen Bank Super App is a game-changer! The user-friendly design, wide range of services, and smooth performance make it incredibly convenient for everyday banking. It’s fast, secure, and truly reflects the bank’s commitment to digital excellence. Highly recommended!",positive,0.2462962962962963,Excellent Customer Service; Positive User Experience & Features,2025-04-21,Dashen Bank
582,"The app keeps getting better with every update! Smooth performance, great UI, and top-notch security. Thank you for making banking so convenient!""",positive,0.70625,Positive User Experience & Features,2025-04-21,Dashen Bank
583,this app is the most simply to use and secure safe i love it to use for any bank transaction,positive,0.38,Positive User Experience & Features,2025-04-21,Dashen Bank
584,"After i download the app recently had a smooth expriance, its user friendly, fast, and everything works as expected. keep up the good work.",positive,0.2625,Excellent Customer Service; Positive User Experience & Features,2025-04-21,Dashen Bank
585,An app with High performance and advanced features!,positive,0.33,Uncategorized Feedback,2025-04-21,Dashen Bank
586,"It is a very user friendly, attractive user interface, full of useful features. I really encourage everyone to give it a try.",positive,0.3708333333333333,Excellent Customer Service; Positive User Experience & Features,2025-04-21,Dashen Bank
587,"Good actually , but it have to WORK when developer option is on 🙏",positive,0.35,Uncategorized Feedback,2025-04-21,Dashen Bank
588,"All-in-one convenience, From managing accounts to paying bills and shopping online and the chat banking is game changer, this app does it all seamlessly.",negative,-0.15,Positive User Experience & Features,2025-04-21,Dashen Bank
589,I appreciate that Dashen Bank takes lifestyle services into account.,neutral,0.0,Uncategorized Feedback,2025-04-21,Dashen Bank
590,keep it up!,neutral,0.0,Uncategorized Feedback,2025-04-21,Dashen Bank
591,amazing app really i loved it .that's why we say dashen bank is one stap ahead. It's the best mobile application that should be on every phone.,positive,0.7666666666666666,Positive User Experience & Features,2025-04-21,Dashen Bank
592,very comfortable app keep it,positive,0.52,Uncategorized Feedback,2025-04-21,Dashen Bank
593,it has clear detail information about the application so it helps customer how to use the app. and it is very easy to use and also app is secure.,positive,0.3544444444444445,Positive User Experience & Features,2025-04-21,Dashen Bank
594,"I have been using the Dashen Supper app mobile banking app , and overall, I appreciate its features.However,I’ve noticed that when I turn on the developer options on my device, the app stops functioning properly. It would be great if you could look into this issue, as I often need to access developer settings for other applications . Thank you for your attention to this matter!",positive,0.1609375,Positive User Experience & Features,2025-04-21,Dashen Bank
595,easiness to use with fast response time,positive,0.2,Positive User Experience & Features,2025-04-21,Dashen Bank
596,"The new mobile banking application is a major upgrade! It’s incredibly user-friendly, with a clean and modern design that makes navigation simple and intuitive. I really appreciate how fast it loads and how smooth the overall experience is. All essential services like balance checks, transfers, and bill payments are eas y to find and use. The added security features give me peace of mind, and the app runs reliably without crashes or glitches. It’s clear a lot of thought went into the user experi",positive,0.2150962752525252,App Performance & Stability Issues; Excellent Customer Service; Positive User Experience & Features,2025-04-21,Dashen Bank
597,"As an Internal Customer, Dashen Bank SuperApp has greatly simplified my online banking experience. It's easy to use, allowing me to quickly check balances, transfer money and pay Bills. The app's advanced security features are highly secure, ensuring my data is well protected. The Three click, Chat Banking and IPS features have also given me a smarter experience. In deed Dashen Bank is always steping ahead!",positive,0.4111111111111111,Positive User Experience & Features,2025-04-21,Dashen Bank
598,"A truly impressive app — user-friendly and a game-changer in Ethiopian banking. The Dashen Super App stands out as one of the most innovative and convenient digital banking solutions in Ethiopia’s financial history. Smooth navigation, seamless features, and a wide range of services all in one place. Well done!",positive,0.3009259259259259,Excellent Customer Service; Positive User Experience & Features,2025-04-21,Dashen Bank
599,dashen bank super up has very fast and convenience and also it has contain more things on one app .I am very interesting to use dashen bank super up,positive,0.4153333333333333,Positive User Experience & Features,2025-04-21,Dashen Bank
